user_id,id_session,url_course,course_name,lesson_name,timestamp
26971459.1639140210,1639140210,/en/onedrive/upload-sync-and-manage-files/1/?lo=,onedrive,upload-sync-and-manage-files,2021-12-10T12:43:30.367604Z
26971536.1630860873,1630860872,/en/tr_id-word-2016/spasi-baris-dan-paragraf/1/?lo=,tr_id-word-2016,spasi-baris-dan-paragraf,2021-09-05T16:54:32.718067Z
26971810.1629182403,1629182475,/en/excel2016/relative-and-absolute-cell-references/1/?lo=,excel2016,relative-and-absolute-cell-references,2021-08-17T06:41:15.832179Z
26971976.1641521590,1641521591,/en/word2016/pictures-and-text-wrapping/1/?lo=,word2016,pictures-and-text-wrapping,2022-01-07T02:13:11.286669Z
26972118.1630906990,1630906993,/en/windowsxp/moving-and-sizing-windows/1/?lo=,windowsxp,moving-and-sizing-windows,2021-09-06T05:43:13.130210Z
2697215.1632460109,1632460111,/en/word-tips/5-tips-for-printing-word-documents/1/?lo=,word-tips,5-tips-for-printing-word-documents,2021-09-24T05:08:31.659356Z
26972165.1640274366,1640274365,/en/internetbasics/what-is-the-internet/1/?lo=,internetbasics,what-is-the-internet,2021-12-23T15:46:05.945976Z
26972487.1630441251,1630412424,/en/computerbasics/what-is-a-computer/1/?lo=,computerbasics,what-is-a-computer,2021-08-31T12:20:24.917117Z
26972843.1643243295,1643243295,/en/grammar/contractions/1/?lo=,grammar,contractions,2022-01-27T00:28:15.361901Z
26973331.1625163618,1625163622,/en/linkedin/creating-a-linkedin-account/1/?lo=,linkedin,creating-a-linkedin-account,2021-07-01T18:20:22.224174Z
26973419.1630902041,1630902041,/en/tr_id-word-2016/memulai-dengan-word/1/?lo=,tr_id-word-2016,memulai-dengan-word,2021-09-06T04:20:41.543618Z
26973733.1638506806,1638506804,/en/wordxp/bulleted-and-numbered-lists/1/?lo=,wordxp,bulleted-and-numbered-lists,2021-12-03T04:46:44.435018Z
26973831.1642814197,1642814334,/en/powerpoint/aligning-ordering-and-grouping-objects/1/?lo=,powerpoint,aligning-ordering-and-grouping-objects,2022-01-22T01:18:54.855082Z
26973920.1642533773,1642533773,/en/internetsafety/internet-safety-quiz/1/?lo=,internetsafety,internet-safety-quiz,2022-01-18T19:32:38.530952Z
26973920.1642533773,1642533773,/en/internetsafety/internet-safety-quiz/1/?lo=,internetsafety,internet-safety-quiz,2022-01-18T19:22:53.349091Z
2697393.1631111875,1631111876,/en/tr_id-word-2016/teks-dasar/1/?lo=,tr_id-word-2016,teks-dasar,2021-09-08T14:37:56.080520Z
26974451.1628841279,1628841278,/en/chrome/getting-started-with-google-chrome/1/?lo=,chrome,getting-started-with-google-chrome,2021-08-13T07:54:38.375091Z
26974584.1629844384,1629844382,/en/word2016/saving-and-sharing-documents/1/?lo=,word2016,saving-and-sharing-documents,2021-08-24T22:33:02.694288Z
26974674.1626513861,1626513848,/en/fractions/introduction-to-fractions/1/?lo=,fractions,introduction-to-fractions,2021-07-17T09:24:41.498946Z
26974674.1626513861,1626513848,/en/fractions/comparing-and-reducing-fractions/1/?lo=,fractions,comparing-and-reducing-fractions,2021-07-17T09:24:08.306006Z
26974758.1631551573,1631551573,/en/excel2010/merging-copies-of-a-shared-workbook/1/?lo=,excel2010,merging-copies-of-a-shared-workbook,2021-09-13T16:46:13.429370Z
26974953.1642891177,1642891176,/en/windows10/tips-for-managing-multiple-windows/1/?lo=,windows10,tips-for-managing-multiple-windows,2022-01-22T22:39:36.032013Z
26975002.1638937431,1638937431,/en/osxbasics/using-a-windows-keyboard-with-a-mac/1/?lo=,osxbasics,using-a-windows-keyboard-with-a-mac,2021-12-08T04:23:51.439154Z
26975140.1628765284,1628765283,/en/word-tips/modifying-page-numbers-in-word/1/?lo=,word-tips,modifying-page-numbers-in-word,2021-08-12T10:48:03.598415Z
26975191.1631638315,1631638315,/en/google-classroom/creating-assignments-and-materials/1/?lo=,google-classroom,creating-assignments-and-materials,2021-09-14T16:51:55.836126Z
26975257.1627119149,1627119148,/en/windowsbasics/finding-files-on-your-computer/1/?lo=,windowsbasics,finding-files-on-your-computer,2021-07-24T09:32:28.988828Z
26975647.1636653016,1636653015,/en/word2016/aligning-ordering-and-grouping-objects/1/?lo=,word2016,aligning-ordering-and-grouping-objects,2021-11-11T18:20:31.343627Z
26975647.1636653016,1636653015,/en/word2016/pictures-and-text-wrapping/1/?lo=,word2016,pictures-and-text-wrapping,2021-11-11T17:52:19.652426Z
26975694.1641747526,1641747525,/en/googlespreadsheets/creating-simple-formulas/1/?lo=,googlespreadsheets,creating-simple-formulas,2022-01-09T16:58:45.996937Z
26975717.1634809852,1634809850,/en/word2016/mail-merge/1/?lo=,word2016,mail-merge,2021-10-21T09:50:50.677121Z
2697572.1640068505,1640068503,/en/tr_id-word-2016/spasi-baris-dan-paragraf/1/?lo=,tr_id-word-2016,spasi-baris-dan-paragraf,2021-12-21T06:35:03.397591Z
26975804.1639833955,1639833965,/en/computerbasics/what-is-a-computer/1/?lo=,computerbasics,what-is-a-computer,2021-12-18T13:26:05.920635Z
26976071.1629363541,1629363540,/en/gmail/setting-up-a-gmail-account/1/?lo=,gmail,setting-up-a-gmail-account,2021-08-19T08:59:00.694863Z
26976255.1638312326,1638312325,/en/mobile-device-tips/how-to-use-your-smartphone-as-an-alarm-clock/1/?lo=,mobile-device-tips,how-to-use-your-smartphone-as-an-alarm-clock,2021-11-30T22:47:02.840924Z
26976255.1638312326,1638312325,/en/mobile-device-tips/how-to-scan-documents-with-a-smartphone/1/?lo=,mobile-device-tips,how-to-scan-documents-with-a-smartphone,2021-11-30T22:45:25.760895Z
26976491.1623082875,1625234342,/en/excel2007/sorting-grouping-and-filtering-cells/1/?lo=,excel2007,sorting-grouping-and-filtering-cells,2021-07-02T14:00:10.239700Z
26976491.1623082875,1625234342,/en/excel2016/groups-and-subtotals/1/?lo=,excel2016,groups-and-subtotals,2021-07-02T13:59:02.751465Z
26976491.1623082875,1623082874,/en/excel2013/groups-and-subtotals/1/?lo=,excel2013,groups-and-subtotals,2021-06-07T16:21:14.847041Z
26976520.1631034602,1631034602,/en/googledriveanddocs/managing-your-files/1/?lo=,googledriveanddocs,managing-your-files,2021-09-07T17:10:02.008535Z
26976589.1628396781,1628396784,/en/photoshopbasics/doing-more-with-layers/1/?lo=,photoshopbasics,doing-more-with-layers,2021-08-08T04:30:43.038019Z
26976589.1628396781,1628396784,/en/photoshopbasics/doing-more-with-layers/1/?lo=,photoshopbasics,doing-more-with-layers,2021-08-08T04:26:24.173443Z
26976730.1634922820,1634922821,/en/facebook101/locked-out-of-your-facebook-account/1/?lo=,facebook101,locked-out-of-your-facebook-account,2021-10-22T17:13:41.630112Z
26976752.1634221883,1634221882,/en/beginning-graphic-design/layout-and-composition/1/?lo=,beginning-graphic-design,layout-and-composition,2021-10-14T14:31:22.978398Z
26976947.1632834271,1632834270,/en/excel2016/sorting-data/1/?lo=,excel2016,sorting-data,2021-09-28T13:04:30.902902Z
26977504.1627394544,1627394545,/en/gmail/setting-up-a-gmail-account/1/?lo=,gmail,setting-up-a-gmail-account,2021-07-27T14:02:25.937086Z
26977682.1628545071,1628545071,/en/excel2016/saving-and-sharing-workbooks/1/?lo=,excel2016,saving-and-sharing-workbooks,2021-08-09T21:37:51.000914Z
26977789.1632875784,1632875833,/en/internetbasics/what-can-you-do-online/1/?lo=,internetbasics,what-can-you-do-online,2021-09-29T00:37:13.964605Z
26978290.1627811382,1627811386,/en/tr_id-excel-2016/menggunakan-find-replace/1/?lo=,tr_id-excel-2016,menggunakan-find-replace,2021-08-01T09:49:46.793325Z
26978303.1627909379,1627909377,/en/beyondemail/5-free-instant-messenger-services/1/?lo=,beyondemail,5-free-instant-messenger-services,2021-08-02T13:02:57.334036Z
26978336.1629109412,1629109435,/en/gmail/setting-up-a-gmail-account/1/?lo=,gmail,setting-up-a-gmail-account,2021-08-16T10:23:55.675270Z
26978439.1625898943,1625898943,/en/info/resources-and-tools/1/?lo=,info,resources-and-tools,2021-07-10T06:37:26.042781Z
26978439.1625898943,1625898943,/en/info/contact-us/1/?lo=,info,contact-us,2021-07-10T06:37:07.671364Z
26978439.1625898943,1625898943,/en/info/contact-us/1/?lo=,info,contact-us,2021-07-10T06:36:19.985024Z
2697879.1637613884,1637613883,/en/basic-computer-skills/disable-applications-from-running-on-startup/1/?lo=,basic-computer-skills,disable-applications-from-running-on-startup,2021-11-22T20:44:43.719029Z
