xuser_id,id_session,url_course,course_name,lesson_name,timestamp
17934724.1626162722,1626162722,/en/googledriveanddocs/getting-started-with-google-drive/1/?lo=,googledriveanddocs,getting-started-with-google-drive,2021-07-13T07:52:02.132065Z
17934854.1639627482,1639627480,/en/word-tips/how-to-create-a-bibliography-or-works-cited-page-in-word/1/?lo=,word-tips,how-to-create-a-bibliography-or-works-cited-page-in-word,2021-12-16T04:15:03.928589Z
17934854.1639627482,1639627480,/en/word-tips/how-to-create-a-bibliography-or-works-cited-page-in-word/1/?lo=,word-tips,how-to-create-a-bibliography-or-works-cited-page-in-word,2021-12-16T04:14:34.316002Z
17934854.1639627482,1639627480,/en/word-tips/how-to-create-a-bibliography-or-works-cited-page-in-word/1/?lo=,word-tips,how-to-create-a-bibliography-or-works-cited-page-in-word,2021-12-16T04:06:25.153131Z
17934854.1639627482,1639627480,/en/word-tips/how-to-create-a-bibliography-or-works-cited-page-in-word/1/?lo=,word-tips,how-to-create-a-bibliography-or-works-cited-page-in-word,2021-12-16T04:05:31.907742Z
17934854.1639627482,1639627480,/en/word-tips/changing-your-default-settings-in-word/1/?lo=,word-tips,changing-your-default-settings-in-word,2021-12-16T04:05:29.182738Z
17934854.1639627482,1639627480,/en/word-tips/how-to-create-a-bibliography-or-works-cited-page-in-word/1/?lo=,word-tips,how-to-create-a-bibliography-or-works-cited-page-in-word,2021-12-16T04:04:40.566854Z
1793506.1641259379,1641259379,/en/photoshopbasics/doing-more-with-layers/1/?lo=,photoshopbasics,doing-more-with-layers,2022-01-04T01:22:59.179675Z
17935112.1637163959,1637163959,/en/excel2010/using-whatif-analysis/1/?lo=,excel2010,using-whatif-analysis,2021-11-17T15:45:59.716444Z
1793512.1626184617,1626184610,/en/internetbasics/what-can-you-do-online/1/?lo=,internetbasics,what-can-you-do-online,2021-07-13T14:10:14.024638Z
1793512.1626184617,1626184610,/en/internetbasics/what-is-the-internet/1/?lo=,internetbasics,what-is-the-internet,2021-07-13T13:56:50.351692Z
1793572.1625481582,1625481587,/en/business-communication/how-to-write-an-effective-business-email/1/?lo=,business-communication,how-to-write-an-effective-business-email,2021-07-05T10:39:47.426001Z
17936023.1625682603,1625682603,/en/business-communication/how-to-write-a-formal-business-letter/1/?lo=,business-communication,how-to-write-a-formal-business-letter,2021-07-07T18:30:03.331776Z
17936347.1633170683,1633170683,/en/computerbasics/mobile-devices/1/?lo=,computerbasics,mobile-devices,2021-10-02T10:33:42.429497Z
17936347.1633170683,1633170683,/en/computerbasics/laptop-computers/1/?lo=,computerbasics,laptop-computers,2021-10-02T10:33:37.456172Z
17936347.1633170683,1633170683,/en/computerbasics/inside-a-computer/1/?lo=,computerbasics,inside-a-computer,2021-10-02T10:33:00.086262Z
17936347.1633170683,1633170683,/en/computerbasics/buttons-and-ports-on-a-computer/1/?lo=,computerbasics,buttons-and-ports-on-a-computer,2021-10-02T10:32:36.050901Z
17936347.1633170683,1633170683,/en/computerbasics/basic-parts-of-a-computer/1/?lo=,computerbasics,basic-parts-of-a-computer,2021-10-02T10:31:23.167410Z
17936618.1629139898,1629139899,/en/decimals/multiplying-and-dividing-decimals/1/?lo=,decimals,multiplying-and-dividing-decimals,2021-08-16T18:51:39.257375Z
17937183.1636561473,1636561473,/en/word-tips/how-to-create-forms-in-word/1/?lo=,word-tips,how-to-create-forms-in-word,2021-11-10T16:24:33.211510Z
17937250.1625753870,1625753872,/en/excel2016/sorting-data/1/?lo=,excel2016,sorting-data,2021-07-08T14:17:52.930731Z
17937511.1629418580,1629418581,/en/techsavvy/keyboard-shortcuts/1/?lo=,techsavvy,keyboard-shortcuts,2021-08-20T00:17:48.193897Z
17937559.1631006352,1631006351,/en/decimals/introduction-to-decimals/1/?lo=,decimals,introduction-to-decimals,2021-09-07T09:19:11.969580Z
17937728.1638573556,1638573554,/en/word-tips/how-to-create-a-table-of-contents-in-word/1/?lo=,word-tips,how-to-create-a-table-of-contents-in-word,2021-12-03T23:19:14.619004Z
1793773.1626157148,1626157148,/en/excel2013/freezing-panes-and-view-options/1/?lo=,excel2013,freezing-panes-and-view-options,2021-07-13T06:19:08.645694Z
17938099.1634051432,1634051447,/en/info/resources-and-tools/1/?lo=,info,resources-and-tools,2021-10-12T15:12:17.068571Z
17938099.1634051432,1634051447,/en/info/who-uses-us-our-partners/1/?lo=,info,who-uses-us-our-partners,2021-10-12T15:11:21.437904Z
17938099.1634051432,1634051447,/en/fractions/adding-and-subtracting-fractions/1/?lo=,fractions,adding-and-subtracting-fractions,2021-10-12T15:10:47.065814Z
17938972.1629155382,1629155383,/en/word2016/lists/1/?lo=,word2016,lists,2021-08-16T23:09:43.012124Z
17939216.1633269115,1633269090,/en/excel2013/modifying-columns-rows-and-cells/1/?lo=,excel2013,modifying-columns-rows-and-cells,2021-10-03T13:51:30.247883Z
17939259.1637302697,1637302697,/en/excelformulas/relative-and-absolute-cell-references/1/?lo=,excelformulas,relative-and-absolute-cell-references,2021-11-19T06:18:17.163181Z
17939351.1636971704,1636971704,/en/fractions/introduction-to-fractions/1/?lo=,fractions,introduction-to-fractions,2021-11-15T10:21:44.931531Z
17939365.1632875370,1632875370,/en/excel-tips/absolute-references-with-the-f4-key/1/?lo=,excel-tips,absolute-references-with-the-f4-key,2021-09-29T00:29:30.528385Z
17939618.1634308841,1634308838,/en/windowsbasics/working-with-flash-drives/1/?lo=,windowsbasics,working-with-flash-drives,2021-10-15T14:40:38.369043Z
17939709.1608312575,1639122115,/en/powerpoint2007/animating-text-and-objects/1/?lo=,powerpoint2007,animating-text-and-objects,2021-12-10T07:41:55.792764Z
17939773.1634099974,1634099970,/en/algebra-topics/reading-algebraic-expressions/1/?lo=,algebra-topics,reading-algebraic-expressions,2021-10-13T04:39:30.415928Z
17939811.1640447202,1640447201,/en/word-tips/how-to-create-a-table-of-contents-in-word/1/?lo=,word-tips,how-to-create-a-table-of-contents-in-word,2021-12-25T15:46:41.987492Z
179401.1641781078,1641781078,/en/googleaccount/locked-out-of-your-google-account/1/?lo=,googleaccount,locked-out-of-your-google-account,2022-01-10T02:17:58.734267Z
17940529.1633265375,1633265373,/en/excel2016/getting-started-with-excel/1/?lo=,excel2016,getting-started-with-excel,2021-10-03T12:49:33.872846Z
17940901.1635214748,1635214749,/en/tr_id-word-2016/spasi-baris-dan-paragraf/1/?lo=,tr_id-word-2016,spasi-baris-dan-paragraf,2021-10-26T02:19:09.154281Z
17941255.1630069362,1630069362,/en/tr_fr-computer-basics/crer-un-environnement-de-travail-securis/1/?lo=,tr_fr-computer-basics,crer-un-environnement-de-travail-securis,2021-08-27T13:14:36.628196Z
17941255.1630069362,1630069362,/en/tr_fr-computer-basics/protection-de-ton-ordinateur/1/?lo=,tr_fr-computer-basics,protection-de-ton-ordinateur,2021-08-27T13:14:22.951715Z
17941255.1630069362,1630069362,/en/tr_fr-computer-basics/nettoyage-de-ton-ordinateur/1/?lo=,tr_fr-computer-basics,nettoyage-de-ton-ordinateur,2021-08-27T13:13:53.679144Z
17941255.1630069362,1630069362,/en/tr_fr-computer-basics/comprendre-larchivage-des-fichiers-su-internet-cloud/1/?lo=,tr_fr-computer-basics,comprendre-larchivage-des-fichiers-su-internet-cloud,2021-08-27T13:12:41.115017Z
17941255.1630069362,1630069362,/en/tr_fr-computer-basics/tes-dbuts-avec-internet/1/?lo=,tr_fr-computer-basics,tes-dbuts-avec-internet,2021-08-27T13:10:53.670498Z
17941255.1630069362,1630069362,/en/tr_fr-computer-basics/connexion-internet/1/?lo=,tr_fr-computer-basics,connexion-internet,2021-08-27T13:10:18.703914Z
17941255.1630069362,1630069362,/en/tr_fr-computer-basics/-la-dcouverte-du-systme-dexploitation/1/?lo=,tr_fr-computer-basics,-la-dcouverte-du-systme-dexploitation,2021-08-27T13:07:36.875089Z
17941255.1630069362,1630069362,/en/tr_fr-computer-basics/mise-en-route-de-votre-premier-ordinateur/1/?lo=,tr_fr-computer-basics,mise-en-route-de-votre-premier-ordinateur,2021-08-27T13:02:42.562005Z
17941407.1633313600,1633313601,/en/tr_id-word-2016/spasi-baris-dan-paragraf/1/?lo=,tr_id-word-2016,spasi-baris-dan-paragraf,2021-10-04T02:13:21.058469Z
17941441.1641486964,1641486964,/en/tr_zh-cn-basic-computer-skills/mac-uninstalling/1/?lo=,tr_zh-cn-basic-computer-skills,mac-uninstalling,2022-01-06T16:36:04.510557Z
17941708.1637805234,1637805234,/en/word2016/applying-and-modifying-styles/1/?lo=,word2016,applying-and-modifying-styles,2021-11-25T01:53:54.139127Z
17941812.1642189548,1642140952,/en/computerbasics/basic-troubleshooting-techniques/1/?lo=,computerbasics,basic-troubleshooting-techniques,2022-01-14T06:15:52.593661Z
17941843.1631504054,1631504055,/en/tr_id-word-2016/membuat-dan-membuka-dokumen/1/?lo=,tr_id-word-2016,membuat-dan-membuka-dokumen,2021-09-13T03:34:15.427512Z
17941948.1638408092,1638408091,/en/careerplanningandsalary/gain-job-skills/1/?lo=,careerplanningandsalary,gain-job-skills,2021-12-02T01:21:31.854622Z
17942151.1628636664,1628636663,/en/word-tips/how-to-create-a-table-of-contents-in-word/1/?lo=,word-tips,how-to-create-a-table-of-contents-in-word,2021-08-10T23:04:23.613075Z
17942209.1630159439,1630159440,/en/ipadbasics/getting-started-with-the-ipad/1/?lo=,ipadbasics,getting-started-with-the-ipad,2021-08-28T14:16:03.805313Z
17942209.1630159439,1630159440,/en/ipadbasics/getting-started-with-the-ipad/1/?lo=,ipadbasics,getting-started-with-the-ipad,2021-08-28T14:04:00.752289Z
1794227.1641941969,1641869950,/en/word/getting-started-with-word/1/?lo=,word,getting-started-with-word,2022-01-11T02:59:10.023975Z
17942400.1632826991,1632826991,/en/windowsbasics/finding-files-on-your-computer/1/?lo=,windowsbasics,finding-files-on-your-computer,2021-09-28T11:03:11.417355Z
17942679.1630634565,1630634565,/en/computerbasics/basic-parts-of-a-computer/1/?lo=,computerbasics,basic-parts-of-a-computer,2021-09-03T02:02:45.552244Z
17942949.1634643727,1634643726,/en/excel2016/modifying-columns-rows-and-cells/1/?lo=,excel2016,modifying-columns-rows-and-cells,2021-10-19T11:42:06.809811Z
17943761.1627912755,1627912755,/en/photoshopbasics/levels-curves-and-color/1/?lo=,photoshopbasics,levels-curves-and-color,2021-08-02T13:59:15.401766Z
17943954.1631562130,1631562129,/en/powerpoint2013/presenting-your-slide-show/1/?lo=,powerpoint2013,presenting-your-slide-show,2021-09-13T19:42:09.849906Z
17944366.1637937177,1637937182,/en/tr_id-computer-basics/memahami-macammacam-sistem-operasi/1/?lo=,tr_id-computer-basics,memahami-macammacam-sistem-operasi,2021-11-26T14:33:02.927301Z
17944383.1643406114,1643406108,/en/facebook101/locked-out-of-your-facebook-account/1/?lo=,facebook101,locked-out-of-your-facebook-account,2022-01-28T21:41:48.242708Z
17944609.1640071473,1640071473,/en/excelformulas/invoice-part-1-free-shipping/1/?lo=,excelformulas,invoice-part-1-free-shipping,2021-12-21T07:24:33.434727Z
17944810.1629868788,1629868681,/en/excelformulas/simple-formulas/1/?lo=,excelformulas,simple-formulas,2021-08-25T05:18:01.887323Z
17945385.1632460639,1632406536,/en/word/indents-and-tabs/1/?lo=,word,indents-and-tabs,2021-09-23T14:15:36.235088Z
17945417.1629998530,1629998529,/en/googledocuments/adjusting-margins/1/?lo=,googledocuments,adjusting-margins,2021-08-26T17:22:09.259266Z
17945456.1627487558,1627487560,/en/basic-computer-skills/how-to-keep-an-old-computer-running-smoothly/1/?lo=,basic-computer-skills,how-to-keep-an-old-computer-running-smoothly,2021-07-28T15:53:05.874395Z
17945456.1627487558,1627487560,/en/basic-computer-skills/disable-applications-from-running-on-startup/1/?lo=,basic-computer-skills,disable-applications-from-running-on-startup,2021-07-28T15:52:40.446572Z
17945518.1641546078,1641546078,/en/excelformulas/relative-and-absolute-cell-references/1/?lo=,excelformulas,relative-and-absolute-cell-references,2022-01-07T09:01:18.228522Z
17945555.1640272564,1640272560,/en/additionsubtraction/adding-two-and-three-digit-numbers/1/?lo=,additionsubtraction,adding-two-and-three-digit-numbers,2021-12-23T15:16:00.068589Z
17945824.1625138910,1625138910,/en/excel2013/filtering-data/1/?lo=,excel2013,filtering-data,2021-07-01T11:28:30.171655Z
1794632.1634666083,1634666164,/en/googledocuments/inserting-text-boxes-and-shapes/1/?lo=,googledocuments,inserting-text-boxes-and-shapes,2021-10-19T17:56:04.487727Z
17946369.1637258561,1637258561,/en/word/using-the-draw-tab/1/?lo=,word,using-the-draw-tab,2021-11-18T18:02:41.028826Z
1794645.1629606308,1629606309,/en/word-tips/changing-your-default-settings-in-word/1/?lo=,word-tips,changing-your-default-settings-in-word,2021-08-22T04:25:09.275401Z
17946460.1635748599,1635748599,/en/email101/email-etiquette-and-safety/1/?lo=,email101,email-etiquette-and-safety,2021-11-01T06:36:39.955841Z
17946512.1632544234,1632544235,/en/grammar/contractions/1/?lo=,grammar,contractions,2021-09-25T04:30:35.835856Z
17946554.1637577879,1637577878,/en/word2010/formatting-text/1/?lo=,word2010,formatting-text,2021-11-22T10:44:38.689152Z
17946593.1630045327,1630045328,/en/photoshopbasics/buying-photoshop/1/?lo=,photoshopbasics,buying-photoshop,2021-08-27T06:22:08.912916Z
17946622.1642596846,1642596849,/en/facebook101/locked-out-of-your-facebook-account/1/?lo=,facebook101,locked-out-of-your-facebook-account,2022-01-19T12:54:09.967665Z
17946782.1631092526,1631092526,/en/googlespreadsheets/types-of-cell-references/1/?lo=,googlespreadsheets,types-of-cell-references,2021-09-08T09:15:26.393777Z
17946791.1631090884,1631090882,/en/excel2010/merging-copies-of-a-shared-workbook/1/?lo=,excel2010,merging-copies-of-a-shared-workbook,2021-09-08T08:48:02.496066Z
17947052.1637241427,1637241426,/en/basic-computer-skills/uninstalling-software-from-your-mac/1/?lo=,basic-computer-skills,uninstalling-software-from-your-mac,2021-11-18T13:28:43.255797Z
17947052.1637241427,1637241426,/en/basic-computer-skills/uninstalling-software-from-your-windows-pc/1/?lo=,basic-computer-skills,uninstalling-software-from-your-windows-pc,2021-11-18T13:28:32.204478Z
17947052.1637241427,1637241426,/en/basic-computer-skills/installing-software-on-your-mac/1/?lo=,basic-computer-skills,installing-software-on-your-mac,2021-11-18T13:28:20.442382Z
17947052.1637241427,1637241426,/en/basic-computer-skills/installing-software-on-your-windows-pc/1/?lo=,basic-computer-skills,installing-software-on-your-windows-pc,2021-11-18T13:27:41.083286Z
17947052.1637241427,1637241426,/en/windowsbasics/windows-basics-quiz/1/?lo=,windowsbasics,windows-basics-quiz,2021-11-18T13:26:05.877826Z
17947052.1637241427,1637241426,/en/windowsbasics/more-resources/1/?lo=,windowsbasics,more-resources,2021-11-18T13:25:54.940269Z
17947052.1637241427,1637241426,/en/windowsbasics/why-you-should-upgrade-to-windows-10/1/?lo=,windowsbasics,why-you-should-upgrade-to-windows-10,2021-11-18T13:25:33.348701Z
17947052.1637241427,1637241426,/en/windowsbasics/how-to-survive-the-end-of-windows-xp-support/1/?lo=,windowsbasics,how-to-survive-the-end-of-windows-xp-support,2021-11-18T13:24:51.135347Z
17947052.1637241427,1637241426,/en/windowsbasics/windows-basics-quiz/1/?lo=,windowsbasics,windows-basics-quiz,2021-11-18T13:23:51.254903Z
17947052.1637241427,1637241426,/en/windowsbasics/windows-basics-quiz/1/?lo=,windowsbasics,windows-basics-quiz,2021-11-18T13:23:30.204687Z
17947052.1637241427,1637241426,/en/windowsbasics/more-resources/1/?lo=,windowsbasics,more-resources,2021-11-18T13:23:06.550226Z
17947052.1637241427,1637241426,/en/windowsbasics/why-you-should-upgrade-to-windows-10/1/?lo=,windowsbasics,why-you-should-upgrade-to-windows-10,2021-11-18T13:22:57.693692Z
17947052.1637241427,1637241426,/en/windowsbasics/how-to-survive-the-end-of-windows-xp-support/1/?lo=,windowsbasics,how-to-survive-the-end-of-windows-xp-support,2021-11-18T13:22:46.710002Z
17947052.1637241427,1637241426,/en/windowsbasics/troubleshooting-basic-problems/1/?lo=,windowsbasics,troubleshooting-basic-problems,2021-11-18T13:22:31.083901Z
17947052.1637241427,1637241426,/en/windowsbasics/working-with-flash-drives/1/?lo=,windowsbasics,working-with-flash-drives,2021-11-18T13:22:16.307594Z
17947052.1637241427,1637241426,/en/windowsbasics/opening-files-with-different-applications/1/?lo=,windowsbasics,opening-files-with-different-applications,2021-11-18T13:21:59.656349Z
17947052.1637241427,1637241426,/en/windowsbasics/common-applications-in-windows/1/?lo=,windowsbasics,common-applications-in-windows,2021-11-18T13:21:39.166426Z
17947052.1637241427,1637241426,/en/windowsbasics/keyboard-shortcuts-in-windows/1/?lo=,windowsbasics,keyboard-shortcuts-in-windows,2021-11-18T13:19:03.561234Z
17947215.1637510661,1637510685,/en/tr_id-excel-2016/grafik/1/?lo=,tr_id-excel-2016,grafik,2021-11-21T16:04:45.729294Z
17947467.1631822713,1631822713,/en/basic-computer-skills/understanding-file-extensions/1/?lo=,basic-computer-skills,understanding-file-extensions,2021-09-16T20:05:13.097155Z
17947491.1630068952,1630068951,/en/microsoftaccount/creating-a-microsoft-account/1/?lo=,microsoftaccount,creating-a-microsoft-account,2021-08-27T12:55:51.612396Z
17947601.1628573849,1628573849,/en/tr_id-excel-2016/memodifikasi-kolom-baris-dan-sel/1/?lo=,tr_id-excel-2016,memodifikasi-kolom-baris-dan-sel,2021-08-10T05:37:29.567195Z
17947876.1625719722,1625719723,/en/word-tips/using-the-format-painter-in-powerpoint-and-word/1/?lo=,word-tips,using-the-format-painter-in-powerpoint-and-word,2021-07-08T04:56:42.462720Z
17947876.1625719722,1625719723,/en/word-tips/how-to-create-forms-in-word/1/?lo=,word-tips,how-to-create-forms-in-word,2021-07-08T04:56:13.089428Z
17947876.1625719722,1625719723,/en/word-tips/changing-your-default-settings-in-word/1/?lo=,word-tips,changing-your-default-settings-in-word,2021-07-08T04:55:51.701744Z
17947876.1625719722,1625719723,/en/word-tips/how-to-create-a-bibliography-or-works-cited-page-in-word/1/?lo=,word-tips,how-to-create-a-bibliography-or-works-cited-page-in-word,2021-07-08T04:55:06.261004Z
17947876.1625719722,1625719723,/en/word-tips/how-to-create-a-table-of-contents-in-word/1/?lo=,word-tips,how-to-create-a-table-of-contents-in-word,2021-07-08T04:55:05.742406Z
17947876.1625719722,1625719723,/en/word-tips/how-to-create-a-bibliography-or-works-cited-page-in-word/1/?lo=,word-tips,how-to-create-a-bibliography-or-works-cited-page-in-word,2021-07-08T04:55:05.396598Z
17947876.1625719722,1625719723,/en/word-tips/how-to-create-a-table-of-contents-in-word/1/?lo=,word-tips,how-to-create-a-table-of-contents-in-word,2021-07-08T04:48:43.011414Z
17948108.1630440015,1630440014,/en/fractions/multiplying-and-dividing-fractions/1/?lo=,fractions,multiplying-and-dividing-fractions,2021-08-31T20:00:14.675608Z
1794821.1631798333,1631798332,/en/googlespreadsheets/formatting-cells/1/?lo=,googlespreadsheets,formatting-cells,2021-09-16T13:18:52.954957Z
1794849.1629969257,1629969257,/en/linkedin/creating-a-linkedin-account/1/?lo=,linkedin,creating-a-linkedin-account,2021-08-26T09:14:17.989391Z
17948603.1632397692,1632397691,/en/techsavvy/browsing-privately/1/?lo=,techsavvy,browsing-privately,2021-09-23T11:48:11.545036Z
179487.1630723447,1630723446,/en/computerbasics/what-is-a-computer/1/?lo=,computerbasics,what-is-a-computer,2021-09-04T02:54:35.987496Z
179487.1630723447,1630723446,/en/computerbasics/what-is-a-computer/1/?lo=,computerbasics,what-is-a-computer,2021-09-04T02:44:06.217397Z
17948986.1640589426,1640589449,/en/excel2016/working-with-multiple-worksheets/1/?lo=,excel2016,working-with-multiple-worksheets,2021-12-27T07:17:29.238059Z
17949038.1635171265,1635171265,/en/internetsafety/internet-safety-quiz/1/?lo=,internetsafety,internet-safety-quiz,2021-10-25T14:18:02.674832Z
17949038.1635171265,1635171265,/en/internetsafety/internet-safety-quiz/1/?lo=,internetsafety,internet-safety-quiz,2021-10-25T14:14:46.714678Z
